ciudad,pais,latitud,longitud,temperatura,sensacion_termica,humedad,velocidad_viento,descripcion,fecha_extraccion,codigo_tiempo
Medellin,Colombia,6.291,-75.536,25.5,26.2,81,9,Overcast,2026-04-10 16:58:35,122
Barranquilla,Colombia,10.964,-74.796,27.5,27.2,64,16,Overcast,2026-03-12 21:46:35,122
Cartagena,Colombia,10.400,-75.514,32.5,31.4,71,25,Sunny,2026-03-30 07:22:35,113
Bogota,Colombia,4.600,-74.083,8.9,9.3,71,10,Overcast,2026-03-23 02:34:35,122
Cali,Colombia,3.437,-76.523,28.9,29.3,58,8,Sunny,2026-03-22 04:58:35,113
Medellin,Colombia,6.291,-75.536,27.0,26.7,64,16,Light rain,2026-04-04 02:34:35,296
Cartagena,Colombia,10.400,-75.514,23.1,22.3,87,25,Sunny,2026-03-23 20:34:35,113
Barranquilla,Colombia,10.964,-74.796,29.5,28.8,78,23,Overcast,2026-03-16 04:58:35,122
Cali,Colombia,3.437,-76.523,26.8,26.6,66,15,Overcast,2026-03-31 01:22:35,122
Bogota,Colombia,4.600,-74.083,16.3,17.4,79,5,Overcast,2026-04-09 12:10:35,122
Bogota,Colombia,4.600,-74.083,17.3,17.6,69,11,Sunny,2026-04-03 12:10:35,113
Cali,Colombia,3.437,-76.523,21.8,20.9,57,20,Sunny,2026-04-06 08:34:35,113
Barranquilla,Colombia,10.964,-74.796,34.5,33.1,63,27,Clear,2026-03-29 13:22:35,113
Bogota,Colombia,4.600,-74.083,14.6,15.6,85,7,Patchy rain nearby,2026-04-07 16:58:35,176
Cali,Colombia,3.437,-76.523,28.8,29.6,60,4,Sunny,2026-04-07 02:34:35,113
Cali,Colombia,3.437,-76.523,26.7,26.7,78,16,Overcast,2026-03-24 21:46:35,122
Cartagena,Colombia,10.400,-75.514,27.7,26.4,75,28,Light rain,2026-04-10 16:58:35,296
Medellin,Colombia,6.291,-75.536,26.4,27.4,84,7,Patchy rain nearby,2026-03-15 18:10:35,176
Barranquilla,Colombia,10.964,-74.796,24.4,24.0,81,20,Patchy rain nearby,2026-04-09 15:46:35,176
Medellin,Colombia,6.291,-75.536,22.4,22.3,68,15,Partly cloudy,2026-03-26 02:34:35,116
Barranquilla,Colombia,10.964,-74.796,27.2,27.2,82,16,Partly cloudy,2026-03-23 09:46:35,116
Barranquilla,Colombia,10.964,-74.796,33.4,33.2,78,18,Clear,2026-04-01 06:10:35,113
Cartagena,Colombia,10.400,-75.514,31.9,30.0,67,32,Clear,2026-03-14 06:10:35,113
Bogota,Colombia,4.600,-74.083,15.5,16.3,72,6,Clear,2026-04-09 04:58:35,113
Cartagena,Colombia,10.400,-75.514,26.7,25.9,71,22,Light rain,2026-03-17 06:10:35,296
Bogota,Colombia,4.600,-74.083,10.2,10.2,71,14,Light rain,2026-04-07 02:34:35,296
Bogota,Colombia,4.600,-74.083,10.0,10.1,65,12,Patchy rain nearby,2026-03-21 03:46:35,176
Bogota,Colombia,4.600,-74.083,18.2,19.2,83,7,Sunny,2026-04-04 02:34:35,113
Barranquilla,Colombia,10.964,-74.796,27.6,27.0,80,22,Clear,2026-03-14 13:22:35,113
Barranquilla,Colombia,10.964,-74.796,27.4,26.7,58,19,Sunny,2026-04-04 20:34:35,113
Barranquilla,Colombia,10.964,-74.796,27.9,27.3,70,20,Patchy rain nearby,2026-03-20 06:10:35,176
Barranquilla,Colombia,10.964,-74.796,27.7,25.6,63,34,Patchy rain nearby,2026-04-04 13:22:35,176
Bogota,Colombia,4.600,-74.083,12.6,12.7,65,12,Patchy rain nearby,2026-04-01 02:34:35,176
Cartagena,Colombia,10.400,-75.514,26.9,25.7,68,26,Light rain,2026-03-25 01:22:35,296
Cartagena,Colombia,10.400,-75.514,32.4,32.6,83,15,Patchy rain nearby,2026-03-28 08:34:35,176
Bogota,Colombia,4.600,-74.083,14.5,14.9,87,13,Sunny,2026-03-15 21:46:35,113
Cali,Colombia,3.437,-76.523,28.5,28.6,77,14,Overcast,2026-03-15 14:34:35,122
Bogota,Colombia,4.600,-74.083,11.5,12.1,77,9,Light rain,2026-04-06 08:34:35,296
Barranquilla,Colombia,10.964,-74.796,25.3,24.2,60,23,Overcast,2026-04-05 21:46:35,122
Cartagena,Colombia,10.400,-75.514,33.6,32.2,75,29,Sunny,2026-04-08 14:34:35,113
Cali,Colombia,3.437,-76.523,25.0,26.0,71,4,Clear,2026-03-26 02:34:35,113
Cali,Colombia,3.437,-76.523,28.2,28.2,58,12,Light rain,2026-04-10 02:34:35,296
Cartagena,Colombia,10.400,-75.514,27.6,27.6,68,14,Clear,2026-03-27 10:58:35,113
Barranquilla,Colombia,10.964,-74.796,32.9,31.2,60,29,Light rain,2026-03-31 22:58:35,296
Cali,Colombia,3.437,-76.523,30.6,30.7,51,9,Light rain,2026-03-16 04:58:35,296
Cali,Colombia,3.437,-76.523,27.8,27.6,75,17,Partly cloudy,2026-04-09 04:58:35,116
Cartagena,Colombia,10.400,-75.514,34.4,34.0,62,16,Patchy rain nearby,2026-03-15 14:34:35,176
Medellin,Colombia,6.291,-75.536,19.4,20.1,77,8,Sunny,2026-04-07 02:34:35,113
Bogota,Colombia,4.600,-74.083,11.4,10.8,82,22,Sunny,2026-04-05 18:10:35,113
Cartagena,Colombia,10.400,-75.514,34.8,34.9,80,15,Partly cloudy,2026-04-10 02:34:35,116
Bogota,Colombia,4.600,-74.083,17.9,16.9,68,24,Light rain,2026-04-04 13:22:35,296
Barranquilla,Colombia,10.964,-74.796,24.9,24.1,74,23,Clear,2026-04-05 07:22:35,113
Barranquilla,Colombia,10.964,-74.796,35.0,33.5,86,32,Clear,2026-03-24 14:34:35,113
Barranquilla,Colombia,10.964,-74.796,25.4,25.4,85,17,Overcast,2026-03-18 10:58:35,122
Barranquilla,Colombia,10.964,-74.796,32.3,31.2,82,27,Patchy rain nearby,2026-03-23 16:58:35,176
Medellin,Colombia,6.291,-75.536,26.8,26.1,56,18,Overcast,2026-03-17 20:34:35,122
Cartagena,Colombia,10.400,-75.514,25.6,25.7,84,16,Overcast,2026-04-06 22:58:35,122
Cali,Colombia,3.437,-76.523,30.5,31.5,64,3,Patchy rain nearby,2026-03-20 02:34:35,176
Bogota,Colombia,4.600,-74.083,17.1,18.2,93,8,Partly cloudy,2026-04-02 21:46:35,116
Barranquilla,Colombia,10.964,-74.796,32.6,31.2,84,31,Overcast,2026-04-11 07:22:35,122
Cartagena,Colombia,10.400,-75.514,30.8,30.8,80,16,Partly cloudy,2026-03-15 07:22:35,116
Cali,Colombia,3.437,-76.523,22.4,23.2,78,8,Light rain,2026-03-26 13:22:35,296
Cartagena,Colombia,10.400,-75.514,24.3,22.6,72,31,Light rain,2026-04-07 02:34:35,296
Medellin,Colombia,6.291,-75.536,24.0,23.9,79,17,Light rain,2026-04-04 13:22:35,296
Medellin,Colombia,6.291,-75.536,25.7,25.8,59,11,Patchy rain nearby,2026-04-05 18:10:35,176
Cali,Colombia,3.437,-76.523,32.0,31.2,58,20,Patchy rain nearby,2026-03-14 20:34:35,176
Cali,Colombia,3.437,-76.523,29.2,28.5,72,21,Light rain,2026-03-31 19:22:35,296
Barranquilla,Colombia,10.964,-74.796,31.4,30.1,81,29,Overcast,2026-03-20 16:58:35,122
Barranquilla,Colombia,10.964,-74.796,28.7,27.7,60,22,Patchy rain nearby,2026-03-20 13:22:35,176
Cartagena,Colombia,10.400,-75.514,32.4,31.1,83,30,Overcast,2026-03-20 06:10:35,122
Cartagena,Colombia,10.400,-75.514,25.2,24.9,62,15,Overcast,2026-03-26 09:46:35,122
Bogota,Colombia,4.600,-74.083,12.0,11.0,68,24,Clear,2026-03-24 10:58:35,113
Cartagena,Colombia,10.400,-75.514,26.8,25.8,61,22,Clear,2026-03-28 01:22:35,113
Medellin,Colombia,6.291,-75.536,16.5,16.8,66,10,Light rain,2026-04-09 15:46:35,296
Medellin,Colombia,6.291,-75.536,27.7,27.5,57,13,Sunny,2026-04-09 08:34:35,113
Bogota,Colombia,4.600,-74.083,15.6,16.2,66,7,Sunny,2026-04-08 07:22:35,113
Cali,Colombia,3.437,-76.523,31.9,31.5,56,15,Partly cloudy,2026-04-09 01:22:35,116
Cali,Colombia,3.437,-76.523,23.6,24.5,77,6,Clear,2026-04-05 03:46:35,113
Cartagena,Colombia,10.400,-75.514,29.7,29.4,77,18,Light rain,2026-03-24 18:10:35,296
Cartagena,Colombia,10.400,-75.514,27.4,26.2,77,27,Clear,2026-04-11 10:58:35,113
Medellin,Colombia,6.291,-75.536,23.9,24.7,55,3,Clear,2026-03-24 14:34:35,113
Cartagena,Colombia,10.400,-75.514,24.2,23.7,87,22,Sunny,2026-04-02 21:46:35,113
Bogota,Colombia,4.600,-74.083,13.0,13.1,93,18,Clear,2026-03-28 08:34:35,113
Medellin,Colombia,6.291,-75.536,17.8,18.9,77,4,Light rain,2026-04-01 06:10:35,296
Cartagena,Colombia,10.400,-75.514,33.0,33.1,80,15,Partly cloudy,2026-04-01 02:34:35,116
Bogota,Colombia,4.600,-74.083,19.2,19.4,82,14,Patchy rain nearby,2026-03-19 15:46:35,176
Cali,Colombia,3.437,-76.523,26.4,27.1,71,7,Partly cloudy,2026-03-22 08:34:35,116
Cali,Colombia,3.437,-76.523,31.3,31.2,79,17,Light rain,2026-03-24 14:34:35,296
Cartagena,Colombia,10.400,-75.514,30.5,30.6,74,14,Clear,2026-03-16 22:58:35,113
Cartagena,Colombia,10.400,-75.514,29.1,28.9,78,18,Partly cloudy,2026-03-31 08:34:35,116
Cali,Colombia,3.437,-76.523,30.4,31.0,77,9,Light rain,2026-04-01 02:34:35,296
Medellin,Colombia,6.291,-75.536,17.1,16.7,84,21,Patchy rain nearby,2026-03-14 06:10:35,176
Bogota,Colombia,4.600,-74.083,12.1,12.8,82,9,Clear,2026-03-19 01:22:35,113
Medellin,Colombia,6.291,-75.536,27.0,27.0,59,12,Overcast,2026-03-18 10:58:35,122
Medellin,Colombia,6.291,-75.536,19.1,19.4,80,13,Light rain,2026-04-08 07:22:35,296
Cartagena,Colombia,10.400,-75.514,28.4,27.6,64,21,Light rain,2026-04-08 10:58:35,296
Cartagena,Colombia,10.400,-75.514,25.5,25.1,80,20,Partly cloudy,2026-03-14 16:58:35,116
Medellin,Colombia,6.291,-75.536,22.8,23.8,78,6,Partly cloudy,2026-03-18 03:46:35,116
Cali,Colombia,3.437,-76.523,23.6,23.0,68,20,Overcast,2026-03-27 10:58:35,122
Medellin,Colombia,6.291,-75.536,25.5,26.4,74,6,Partly cloudy,2026-03-16 04:58:35,116
Cartagena,Colombia,10.400,-75.514,27.1,25.5,80,32,Light rain,2026-04-09 01:22:35,296
Cartagena,Colombia,10.400,-75.514,24.9,23.0,62,31,Partly cloudy,2026-03-15 18:10:35,116
Cali,Colombia,3.437,-76.523,26.4,25.8,71,20,Clear,2026-03-26 20:34:35,113
Bogota,Colombia,4.600,-74.083,18.0,17.6,72,18,Overcast,2026-04-03 22:58:35,122
Barranquilla,Colombia,10.964,-74.796,30.1,29.1,75,25,Patchy rain nearby,2026-03-30 18:10:35,176
Barranquilla,Colombia,10.964,-74.796,32.2,32.2,82,16,Partly cloudy,2026-03-28 19:22:35,116
Bogota,Colombia,4.600,-74.083,8.7,10.0,93,6,Clear,2026-04-09 01:22:35,113
Cartagena,Colombia,10.400,-75.514,24.1,24.2,84,16,Patchy rain nearby,2026-04-02 07:22:35,176
Barranquilla,Colombia,10.964,-74.796,33.9,32.6,67,26,Sunny,2026-03-26 02:34:35,113
Cartagena,Colombia,10.400,-75.514,23.5,23.3,74,17,Patchy rain nearby,2026-03-31 19:22:35,176
Cartagena,Colombia,10.400,-75.514,33.2,33.0,73,17,Overcast,2026-03-24 07:22:35,122
Bogota,Colombia,4.600,-74.083,11.8,11.1,87,24,Light rain,2026-04-06 22:58:35,296
Cartagena,Colombia,10.400,-75.514,23.1,21.9,76,27,Partly cloudy,2026-03-28 15:46:35,116
Medellin,Colombia,6.291,-75.536,26.2,26.4,58,10,Overcast,2026-03-19 04:58:35,122
Bogota,Colombia,4.600,-74.083,18.0,17.5,83,22,Sunny,2026-03-14 02:34:35,113
Cartagena,Colombia,10.400,-75.514,27.5,27.3,82,18,Clear,2026-03-13 12:10:35,113
Medellin,Colombia,6.291,-75.536,25.8,25.3,81,21,Patchy rain nearby,2026-04-07 09:46:35,176
Cali,Colombia,3.437,-76.523,20.9,21.4,69,9,Light rain,2026-03-13 12:10:35,296
Bogota,Colombia,4.600,-74.083,12.2,11.8,89,22,Clear,2026-03-26 09:46:35,113
Cali,Colombia,3.437,-76.523,29.7,29.8,63,12,Patchy rain nearby,2026-03-30 21:46:35,176
Cali,Colombia,3.437,-76.523,24.4,23.4,56,21,Patchy rain nearby,2026-03-29 13:22:35,176
Cali,Colombia,3.437,-76.523,28.5,28.5,65,13,Light rain,2026-03-23 20:34:35,296
Barranquilla,Colombia,10.964,-74.796,35.9,33.9,69,34,Clear,2026-03-26 16:58:35,113
Cartagena,Colombia,10.400,-75.514,34.6,34.1,86,22,Patchy rain nearby,2026-03-15 00:10:35,176
Barranquilla,Colombia,10.964,-74.796,25.9,24.8,78,27,Light rain,2026-03-13 01:22:35,296
Medellin,Colombia,6.291,-75.536,16.9,17.7,78,8,Sunny,2026-03-16 19:22:35,113
Cali,Colombia,3.437,-76.523,25.1,24.2,62,21,Clear,2026-03-12 18:10:35,113
Medellin,Colombia,6.291,-75.536,20.5,19.5,55,21,Light rain,2026-04-07 16:58:35,296
Bogota,Colombia,4.600,-74.083,8.8,10.0,84,5,Patchy rain nearby,2026-04-04 09:46:35,176
Cali,Colombia,3.437,-76.523,21.5,22.0,70,9,Patchy rain nearby,2026-03-25 01:22:35,176
Cali,Colombia,3.437,-76.523,23.1,24.0,59,3,Patchy rain nearby,2026-04-04 09:46:35,176
Cartagena,Colombia,10.400,-75.514,23.1,21.9,64,25,Overcast,2026-04-02 00:10:35,122
Medellin,Colombia,6.291,-75.536,17.4,17.3,62,13,Patchy rain nearby,2026-03-22 12:10:35,176
Cartagena,Colombia,10.400,-75.514,25.4,24.6,71,22,Patchy rain nearby,2026-03-22 15:46:35,176
Bogota,Colombia,4.600,-74.083,9.0,10.0,79,6,Sunny,2026-03-18 03:46:35,113
Medellin,Colombia,6.291,-75.536,20.1,20.9,78,8,Partly cloudy,2026-03-15 03:46:35,116
Barranquilla,Colombia,10.964,-74.796,28.7,28.4,67,16,Overcast,2026-03-13 04:58:35,122
Cartagena,Colombia,10.400,-75.514,26.2,25.9,68,17,Partly cloudy,2026-03-16 12:10:35,116
Cali,Colombia,3.437,-76.523,27.0,26.8,72,16,Patchy rain nearby,2026-04-10 09:46:35,176
Cali,Colombia,3.437,-76.523,24.6,24.3,72,17,Light rain,2026-04-10 20:34:35,296
Cartagena,Colombia,10.400,-75.514,30.4,29.9,80,21,Patchy rain nearby,2026-03-20 16:58:35,176
Barranquilla,Colombia,10.964,-74.796,33.6,33.3,75,18,Light rain,2026-03-19 12:10:35,296
Cali,Colombia,3.437,-76.523,30.8,30.7,56,12,Clear,2026-03-30 10:58:35,113
Bogota,Colombia,4.600,-74.083,8.8,9.0,92,16,Light rain,2026-03-15 10:58:35,296
Bogota,Colombia,4.600,-74.083,14.1,13.2,72,23,Partly cloudy,2026-03-24 03:46:35,116
Bogota,Colombia,4.600,-74.083,9.1,9.6,77,10,Partly cloudy,2026-03-24 07:22:35,116
Cartagena,Colombia,10.400,-75.514,30.0,29.8,70,16,Overcast,2026-03-23 02:34:35,122
Medellin,Colombia,6.291,-75.536,23.9,24.0,80,15,Overcast,2026-03-22 22:58:35,122
Medellin,Colombia,6.291,-75.536,20.0,19.5,75,20,Overcast,2026-03-12 18:10:35,122
Cali,Colombia,3.437,-76.523,31.6,32.5,66,4,Clear,2026-04-04 06:10:35,113
Bogota,Colombia,4.600,-74.083,15.5,15.5,72,14,Partly cloudy,2026-04-03 01:22:35,116
Medellin,Colombia,6.291,-75.536,21.9,23.1,82,4,Partly cloudy,2026-03-25 15:46:35,116
Bogota,Colombia,4.600,-74.083,13.2,13.3,66,12,Partly cloudy,2026-03-25 01:22:35,116
Cartagena,Colombia,10.400,-75.514,27.5,27.3,88,20,Partly cloudy,2026-03-12 18:10:35,116
Barranquilla,Colombia,10.964,-74.796,29.0,28.3,83,24,Light rain,2026-04-05 00:10:35,296
Bogota,Colombia,4.600,-74.083,19.4,19.8,67,9,Sunny,2026-04-08 10:58:35,113
Bogota,Colombia,4.600,-74.083,15.4,14.3,67,24,Clear,2026-03-29 06:10:35,113
Cali,Colombia,3.437,-76.523,23.8,22.9,51,19,Light rain,2026-04-06 04:58:35,296
Barranquilla,Colombia,10.964,-74.796,24.1,23.4,71,21,Sunny,2026-04-01 02:34:35,113
Cartagena,Colombia,10.400,-75.514,30.6,29.5,88,29,Light rain,2026-03-14 09:46:35,296
Medellin,Colombia,6.291,-75.536,27.6,27.3,79,19,Clear,2026-04-06 15:46:35,113
Cartagena,Colombia,10.400,-75.514,32.7,31.9,84,25,Light rain,2026-03-25 08:34:35,296
Cali,Colombia,3.437,-76.523,25.0,24.9,56,12,Sunny,2026-03-23 13:22:35,113
Cali,Colombia,3.437,-76.523,20.1,19.4,66,20,Patchy rain nearby,2026-03-26 06:10:35,176
Cartagena,Colombia,10.400,-75.514,30.1,29.4,65,20,Light rain,2026-03-30 03:46:35,296
Bogota,Colombia,4.600,-74.083,9.6,10.6,78,6,Patchy rain nearby,2026-04-02 03:46:35,176
Medellin,Colombia,6.291,-75.536,26.5,26.4,56,12,Overcast,2026-04-06 19:22:35,122
Medellin,Colombia,6.291,-75.536,21.4,21.3,65,14,Patchy rain nearby,2026-03-25 01:22:35,176
Cali,Colombia,3.437,-76.523,23.0,23.3,52,7,Patchy rain nearby,2026-03-19 12:10:35,176
Cartagena,Colombia,10.400,-75.514,27.2,25.7,71,29,Sunny,2026-03-15 03:46:35,113
Barranquilla,Colombia,10.964,-74.796,31.6,31.6,77,15,Overcast,2026-04-04 06:10:35,122
Medellin,Colombia,6.291,-75.536,16.4,17.2,65,5,Overcast,2026-03-20 09:46:35,122
Medellin,Colombia,6.291,-75.536,26.0,27.2,79,4,Light rain,2026-03-30 14:34:35,296
Bogota,Colombia,4.600,-74.083,15.8,16.5,81,9,Sunny,2026-03-13 04:58:35,113
Bogota,Colombia,4.600,-74.083,18.0,18.3,73,12,Overcast,2026-04-07 09:46:35,122
Cartagena,Colombia,10.400,-75.514,25.6,24.2,66,27,Light rain,2026-04-08 21:46:35,296
Cartagena,Colombia,10.400,-75.514,24.9,24.5,63,17,Clear,2026-03-16 04:58:35,113
Medellin,Colombia,6.291,-75.536,16.6,17.3,70,7,Partly cloudy,2026-04-07 13:22:35,116
Barranquilla,Colombia,10.964,-74.796,26.7,26.6,72,15,Patchy rain nearby,2026-04-03 04:58:35,176
Cali,Colombia,3.437,-76.523,20.2,20.2,74,15,Clear,2026-04-08 10:58:35,113
Bogota,Colombia,4.600,-74.083,17.3,16.8,78,21,Sunny,2026-04-05 00:10:35,113
Cartagena,Colombia,10.400,-75.514,27.6,26.2,78,30,Sunny,2026-04-08 00:10:35,113
Barranquilla,Colombia,10.964,-74.796,35.6,35.2,66,17,Overcast,2026-03-29 02:34:35,122
Medellin,Colombia,6.291,-75.536,21.8,22.4,68,8,Sunny,2026-03-29 13:22:35,113
Barranquilla,Colombia,10.964,-74.796,26.0,25.3,61,19,Clear,2026-03-23 20:34:35,113
Barranquilla,Colombia,10.964,-74.796,24.1,23.6,69,19,Overcast,2026-04-04 02:34:35,122
Medellin,Colombia,6.291,-75.536,23.1,24.0,65,4,Patchy rain nearby,2026-04-02 00:10:35,176
Cartagena,Colombia,10.400,-75.514,27.3,26.9,72,18,Light rain,2026-03-16 19:22:35,296
Cali,Colombia,3.437,-76.523,32.0,32.1,61,11,Light rain,2026-03-27 03:46:35,296
Cartagena,Colombia,10.400,-75.514,33.7,33.8,73,14,Light rain,2026-04-03 12:10:35,296
Barranquilla,Colombia,10.964,-74.796,29.6,28.7,74,24,Clear,2026-04-03 19:22:35,113
Bogota,Colombia,4.600,-74.083,18.6,19.2,91,12,Clear,2026-03-23 06:10:35,113
Barranquilla,Colombia,10.964,-74.796,35.6,35.5,69,15,Overcast,2026-03-17 16:58:35,122
Medellin,Colombia,6.291,-75.536,25.5,25.1,58,16,Sunny,2026-03-26 06:10:35,113
Bogota,Colombia,4.600,-74.083,19.0,18.9,83,18,Partly cloudy,2026-03-27 21:46:35,116
Medellin,Colombia,6.291,-75.536,21.5,21.0,75,20,Patchy rain nearby,2026-03-18 14:34:35,176
Barranquilla,Colombia,10.964,-74.796,33.0,30.9,65,34,Patchy rain nearby,2026-03-23 06:10:35,176
Barranquilla,Colombia,10.964,-74.796,34.3,33.7,62,18,Partly cloudy,2026-04-02 00:10:35,116
Bogota,Colombia,4.600,-74.083,18.2,18.8,93,13,Light rain,2026-04-01 06:10:35,296
Medellin,Colombia,6.291,-75.536,20.4,19.9,83,22,Patchy rain nearby,2026-04-06 08:34:35,176
Cartagena,Colombia,10.400,-75.514,30.1,28.4,75,32,Partly cloudy,2026-04-07 09:46:35,116
Cartagena,Colombia,10.400,-75.514,26.6,25.1,64,28,Partly cloudy,2026-03-25 04:58:35,116
Cali,Colombia,3.437,-76.523,30.0,29.3,61,19,Overcast,2026-04-10 16:58:35,122
Medellin,Colombia,6.291,-75.536,20.9,20.7,69,16,Patchy rain nearby,2026-03-12 21:46:35,176
Bogota,Colombia,4.600,-74.083,19.1,18.8,81,19,Light rain,2026-03-27 14:34:35,296
Medellin,Colombia,6.291,-75.536,27.6,26.9,63,20,Partly cloudy,2026-03-21 00:10:35,116
Bogota,Colombia,4.600,-74.083,11.6,11.1,74,20,Partly cloudy,2026-03-22 19:22:35,116
Barranquilla,Colombia,10.964,-74.796,24.8,24.2,70,20,Overcast,2026-04-03 08:34:35,122
Medellin,Colombia,6.291,-75.536,20.5,21.3,58,4,Sunny,2026-03-27 03:46:35,113
Cartagena,Colombia,10.400,-75.514,29.1,28.4,74,22,Clear,2026-04-04 13:22:35,113
Cartagena,Colombia,10.400,-75.514,33.0,32.0,87,27,Light rain,2026-04-11 07:22:35,296
Barranquilla,Colombia,10.964,-74.796,29.9,29.0,61,21,Patchy rain nearby,2026-03-21 14:34:35,176
Cali,Colombia,3.437,-76.523,21.3,21.5,50,8,Clear,2026-03-23 09:46:35,113
Cali,Colombia,3.437,-76.523,26.2,27.2,64,3,Light rain,2026-04-05 21:46:35,296
Cartagena,Colombia,10.400,-75.514,29.9,29.4,67,18,Patchy rain nearby,2026-03-18 10:58:35,176
Cali,Colombia,3.437,-76.523,21.3,21.9,52,4,Clear,2026-04-08 14:34:35,113
Barranquilla,Colombia,10.964,-74.796,25.1,24.1,86,27,Light rain,2026-03-25 15:46:35,296
Bogota,Colombia,4.600,-74.083,10.1,10.9,67,5,Patchy rain nearby,2026-04-09 08:34:35,176
Cartagena,Colombia,10.400,-75.514,27.1,25.6,86,32,Overcast,2026-03-29 13:22:35,122
Cartagena,Colombia,10.400,-75.514,28.0,27.1,83,26,Sunny,2026-04-11 00:10:35,113
Medellin,Colombia,6.291,-75.536,26.3,25.6,76,22,Sunny,2026-03-21 07:22:35,113
Barranquilla,Colombia,10.964,-74.796,31.1,31.1,84,17,Clear,2026-03-17 06:10:35,113
Cartagena,Colombia,10.400,-75.514,32.4,30.9,62,27,Overcast,2026-04-01 06:10:35,122
Cartagena,Colombia,10.400,-75.514,31.1,30.4,65,20,Overcast,2026-04-03 01:22:35,122
Cartagena,Colombia,10.400,-75.514,33.6,32.5,72,25,Light rain,2026-04-08 03:46:35,296
Bogota,Colombia,4.600,-74.083,10.0,9.8,83,19,Partly cloudy,2026-04-03 08:34:35,116
Cali,Colombia,3.437,-76.523,28.7,28.1,61,18,Light rain,2026-03-31 04:58:35,296
Barranquilla,Colombia,10.964,-74.796,31.4,29.6,82,34,Patchy rain nearby,2026-03-21 18:10:35,176
Cali,Colombia,3.437,-76.523,22.8,23.2,64,9,Sunny,2026-03-15 21:46:35,113
Medellin,Colombia,6.291,-75.536,26.4,25.9,63,18,Patchy rain nearby,2026-03-15 00:10:35,176
Medellin,Colombia,6.291,-75.536,22.7,23.3,74,9,Clear,2026-04-04 09:46:35,113
Barranquilla,Colombia,10.964,-74.796,28.5,26.6,72,33,Clear,2026-04-03 01:22:35,113
Cartagena,Colombia,10.400,-75.514,28.3,27.9,87,21,Patchy rain nearby,2026-03-21 18:10:35,176
Cartagena,Colombia,10.400,-75.514,30.6,30.6,63,13,Overcast,2026-03-22 19:22:35,122
Medellin,Colombia,6.291,-75.536,16.6,16.6,57,11,Patchy rain nearby,2026-03-29 09:46:35,176
Bogota,Colombia,4.600,-74.083,19.7,19.3,89,22,Partly cloudy,2026-03-25 15:46:35,116
Cali,Colombia,3.437,-76.523,31.0,30.6,66,17,Patchy rain nearby,2026-04-05 14:34:35,176
Cartagena,Colombia,10.400,-75.514,33.3,31.7,80,32,Clear,2026-03-21 07:22:35,113
Cali,Colombia,3.437,-76.523,23.5,23.2,63,16,Clear,2026-03-13 01:22:35,113
Barranquilla,Colombia,10.964,-74.796,34.9,34.0,86,26,Clear,2026-03-14 02:34:35,113
Cartagena,Colombia,10.400,-75.514,33.7,34.0,78,13,Clear,2026-04-04 09:46:35,113
Cartagena,Colombia,10.400,-75.514,29.4,27.5,61,31,Sunny,2026-04-07 13:22:35,113
Bogota,Colombia,4.600,-74.083,18.8,19.5,78,9,Partly cloudy,2026-03-18 21:46:35,116
Bogota,Colombia,4.600,-74.083,9.0,9.2,69,12,Clear,2026-03-31 12:10:35,113
Bogota,Colombia,4.600,-74.083,14.8,14.4,71,18,Overcast,2026-04-03 04:58:35,122
Cali,Colombia,3.437,-76.523,31.3,30.8,60,17,Patchy rain nearby,2026-04-06 19:22:35,176
Cali,Colombia,3.437,-76.523,28.6,29.3,58,5,Clear,2026-04-06 12:10:35,113
Bogota,Colombia,4.600,-74.083,10.3,9.8,67,18,Overcast,2026-03-14 06:10:35,122
Medellin,Colombia,6.291,-75.536,22.4,22.5,73,14,Light rain,2026-04-08 21:46:35,296
Barranquilla,Colombia,10.964,-74.796,31.8,30.8,69,24,Light rain,2026-03-22 01:22:35,296
Barranquilla,Colombia,10.964,-74.796,27.9,27.9,73,15,Clear,2026-04-03 12:10:35,113
Barranquilla,Colombia,10.964,-74.796,25.5,24.8,82,23,Partly cloudy,2026-03-26 13:22:35,116
Medellin,Colombia,6.291,-75.536,26.0,26.7,63,6,Light rain,2026-03-28 08:34:35,296
Bogota,Colombia,4.600,-74.083,8.3,8.0,74,18,Patchy rain nearby,2026-04-03 15:46:35,176
Barranquilla,Colombia,10.964,-74.796,26.5,25.0,79,31,Partly cloudy,2026-03-19 22:58:35,116
Medellin,Colombia,6.291,-75.536,20.2,21.1,71,5,Overcast,2026-03-27 21:46:35,122
Cali,Colombia,3.437,-76.523,31.5,30.5,53,21,Patchy rain nearby,2026-04-05 07:22:35,176
Cali,Colombia,3.437,-76.523,31.1,30.6,65,18,Light rain,2026-03-12 14:34:35,296
Cartagena,Colombia,10.400,-75.514,24.4,23.3,64,24,Sunny,2026-03-19 22:58:35,113
Bogota,Colombia,4.600,-74.083,11.3,11.9,93,13,Partly cloudy,2026-04-02 10:58:35,116
Cartagena,Colombia,10.400,-75.514,30.3,29.0,85,30,Light rain,2026-04-03 04:58:35,296
Cartagena,Colombia,10.400,-75.514,23.6,22.5,85,28,Clear,2026-03-23 09:46:35,113
Bogota,Colombia,4.600,-74.083,10.2,9.6,71,20,Overcast,2026-04-05 14:34:35,122
Cali,Colombia,3.437,-76.523,20.5,21.8,78,3,Patchy rain nearby,2026-03-25 08:34:35,176
